Title,Image URL,Price,Description,Grade,Specification,Link
魔尊說我始亂終棄 (下),https://cdn.kingstone.com.tw/book/images/product/20185/2018563640227/2018563640227b.jpg?v=a8a50,237,"#東方玄幻
#穿越重生
#主寵年下
#強強互寵

捉摸不定醋精魔尊攻 ╳ 好吃懶做遲鈍尊者受

兩人互表心意以後，肖颺因為兩人的主寵關係以及郁遠的「死」一直感到很不安，認為郁遠不過是為了哄他才與他交往，儘管郁遠早就知道了魔尊的真實身分，他還是一直等到肖颺跟他相認，只有這樣他們才可以少去心結，而彆扭過後肖颺總算承認自己就是他心心念念的大貓貓！
從肖颺口中得知了一些過去的真相，看著愛人與師弟們努力為他洗刷冤屈、報從前的仇，懶散如郁遠不禁也開始思考有什麼方式可以減輕他們的負擔，保護自己的重要之人⋯⋯

收錄番外〈中秋番外〉
出版獨家番外〈後日談〉、〈道侶大典〉、〈找媽媽〉",限制級,20*13,https://www.kingstone.com.tw/basic/2018563640227/?lid=book_normal_ra&actid=book_normal_ra
人類幼崽廢土苟活攻略3【印簽特裝組】,https://cdn.kingstone.com.tw/book/images/product/20185/2018563633946/2018563633946b.jpg?v=7f8c1,545,"封琛：「你在不安什麼？難道還擔心我把你扔了？」
顏布布：「我不擔心，我知道你不會扔掉我，我只是不想你身旁出現另外的人。我只要你和我，還有薩薩卡和比努努。」

★晉江好評不斷哨嚮文，竹馬不相離
#九年後 #末日危機 #中央城 #老友記 #埃哈特哨嚮學院

★晉江好評不斷哨嚮文，竹馬不相離
年輕的哨兵和嚮導即將展開全新冒險旅程~
顏布布：「我好像有點開始喜歡這個學院了。」
封琛臉上露出似笑非笑的神情，「因為可以穿軍裝？」
「對，因為可以穿軍裝，我可太喜歡看你穿軍裝了。」

★封琛：「你為什麼讓獅子叫薩薩卡？牠和比努努不是老在打架嗎？」
顏布布：「對啊，他們就老是在打架啊，所以獅子才得叫薩薩卡啊。」

★隨書好禮大方送：
第一重：封面有燙金作者手寫金句
第二重：隨書附錄人氣繪師透明Tomei精心繪製的彩頁海報
第三重：隨書附贈精美留言卡
第四重：特別收錄作者獨家訪談第二彈，暢談創作源起

★預購限量好禮：
PVC印簽透卡
尺寸：5.4 x 8.5cm
──我只要你和我，還有薩薩卡和比努努
角色透卡上有作者手寫金句，限量珍藏！
（數量有限，送完為止）

人類幼崽廢土苟活攻略3【印簽特裝組】╱小說+串串壓克力吊飾（附玫瑰金愛心鑰匙扣）

=商品簡介=
「海雲城的我們」串串壓克力鑰匙扣
規格：6x6cm+5x5cm╱0.2cm透明壓克力+滴膠╱皆雙面同圖╱保護膜請自行撕除╱附玫瑰金愛心鑰匙扣

──只要你願意，我們就永遠在一起
兩個小朋友，守著一座被大雪覆蓋的城市，九年來只有他們的量子獸相伴。雖然末日的環境如此惡劣，但是空無一人的海雲城卻是他們的一方淨土。串串吊飾是在雪地玩耍的封琛和顏布布，旁邊少不了兩人的量子獸──薩薩卡和比努努，末日裡難得的溫馨畫面一定要收藏！

【備註】
1. 內含壓克力吊飾與預購贈品，吊飾會包氣泡袋。
2. 預購贈品數量有限，送完為止，預購結束後所出貨的商品就不再附贈。
3. 商品示意圖僅供參考，實際印刷顏色及效果請以實品為準，謝謝。
4. 串串吊飾的子母吊飾尺寸較大，整體長度較長，使用時請勿用力拉扯及注意不要勾到東西，不然C圈容易鬆脫。若因使用不當造成吊飾鬆脫或遺失，恕無法退換。

=小說簡介=

封琛帶著被喪屍咬到而陷入昏迷的顏布布，留在即將迎來極寒氣候的海雲城裡。
眼見顏布布身上的喪屍病毒漸漸擴散，又正巧來到他的七歲生日，封琛帶著他跑到廢棄的遊輪上，想實現布布的生日願望──兩人一起在船上看星星，雖然磅礡大雨讓天空什麼也看不見……
正當封琛抱著顏布布絕望痛哭時，忽然從角落裡出現一個全身漆黑的比努努。這世界上大概只有一個人會拿卡通角色來當自己的量子獸吧？
封琛滿腹疑惑地低頭往懷中看去，這一刻他連呼吸都忘記了……

從此，兩個小朋友和他們獨特的量子獸，守著被大雪籠罩、空無一人的海雲城，相互依偎生活了九年，直到陌生的旅人前來借宿，才打破了這寧靜。
封琛聽到中央城仍喪屍病毒肆虐，疫苗尚未問世，但當年他明明已親手將密碼盒交給林奮了，為何多年過去喪屍危機仍沒解除？
兩人決定動身前往中央城一探究竟……

「我們去中心城待多久？什麼時候回來？」顏布布遙遙望著海雲城問。
封琛沉默片刻後，道：「我也不知道。」
「這是我們兩個人的海，是我們兩個人的海雲城。」顏布布低聲道。
封琛：「我們兩個人的海一直都在這兒，海雲城也在這兒，只要想回來，隨時都可以。」

＝延伸閱讀＝
愛生活◆愛閱讀◆愛創作
更多精采活動與新書訊息請關注：
愛呦文創粉絲團：https://www.facebook.com/iyao.book/",普通級,21*14.6*1.8,https://www.kingstone.com.tw/basic/2018563633946/?lid=book_normal_ra&actid=book_normal_ra
死亡萬花筒(1)(限),https://cdn.kingstone.com.tw/book/images/product/20185/2018563616208/2018563616208b.jpg?v=c71c4,383,"起初的異樣，是家裡的貓不讓抱了。
然後某一天，當他推開家中的門，卻發現熟悉的樓道變成了長長的走廊。
走廊的兩頭，是十二扇一模一樣的鐵門。
故事由此開始 ……",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563616208/?lid=book_normal_ra&actid=book_normal_ra
反派吸血鬼的求生哲學02【首刷附錄版】,https://cdn.kingstone.com.tw/book/images/product/20186/2018630685571/2018630685571b.jpg?v=ce6e2,221,"★對我而言，最殘酷的命運是失去你——
★求吸血的悶騷假正直聖騎士╳不吸血的偽高冷挑食吸血鬼
★新生代暢銷作家草草泥╳人氣繪師阿蟬鉅獻！
★首刷限定〈宿命〉精美明信片
  「如果上天要賦予我這個命運，我至死也會抵抗到底。」
  轉生而來的伊凡成功扭轉了故事的劇情，
聖騎士尤里西斯也正式成為他的專屬血奴。
由於前任聖騎士長去向不明，
尤里西斯肩負眾望，晉升為聖騎士長。
  但即使主要劇情改變了，
和伊凡一起來參加典禮的青梅竹馬•阿德曼仍被聖騎士砍傷了雙眼！
伊凡下定決心要保住好友的性命，使其躲過慘死的結局。
  然而，前任聖騎士長賈克森竟與惡鄰居加雷特聯手，
讓尤里西斯也受到重傷，無法逃過眾叛親離的命運……",普通級,25開15*21cm,https://www.kingstone.com.tw/basic/2018630685571/?lid=book_normal_ra&actid=book_normal_ra
12月2,https://cdn.kingstone.com.tw/book/images/product/20186/2018620137127/2018620137127b.jpg?Q=9db00,298,"發情期的到來，讓一直隱忍的心動與渴望無所遁形，
在仁川的飯店裡，延宇和金信度過了火辣又纏綿的一週。
炙熱的體溫，顫慄的撫觸，令人失去理智的香氣，
這一切都遠遠比不上金信在他耳畔傾訴的告白：
「延宇學長，我喜歡你。」
那位強大又充滿魅力的Alpha竟然喜歡自己，
這個事實讓延宇既開心又患得患失，
雖驚喜於兩情相悅，也擔心對方終有一天會後悔，
最後他答應了，開始與金信的祕密戀愛。
正當兩人沉浸熱戀的甜蜜時，
金信父親在國外受傷的消息傳來，亟需他前往探視。
就在金信搭機啟程的那天早晨，
延宇照例出門打工，忽然發覺一輛陌生的車子停在巷口，
一道熟悉又沙啞的聲音傳來：「宋延宇，好久不見。」
明明幸福近在咫尺，過往的陰暗卻再次朝他伸出了魔爪……

本書特色

◎春暖花開的四月，大勢ABO韓耽《12月》續集來襲～～從學長學弟關係晉升為情侶的兩人，會如何甜蜜相愛，閃瞎大家呢？
◎祕密戀愛的好處就是偷偷來（噓）～～快來看看金信怎麼善用時間地點盡情疼愛可愛又迷人的延宇，極優Alpha的行動力，可是不容許你說不要喔！
◎改編漫畫裡的超火辣床戲、妄想挑逗畫面　你想看到的所有細節，原著小說完整呈現！
◎特邀人氣繪師日出的小太陽繪製心動滿分的封面──在偌大的圖書館裡，金信深情款款的眼神中只有延宇學長～我的眼裡、心裡都是你！＞／／／＜
◎小編偷偷說　繁中版同名實體漫畫緊鑼密鼓準備中，敬請期待！（詳細消息請靜待粉專公布）
◎隨書附贈鍾情宇你限動霧透卡。

高人氣ABO韓漫原作小說
覺醒系極優Alpha年下攻╳溫柔堅毅Omega學長受
三年前無意間的舉動，讓愛意如滾雪球般壯大，
也讓他變成華麗的禮物，重新來到自己面前……
 ",限制級,21*15*2,https://www.kingstone.com.tw/basic/2018620137127/?lid=book_normal_ra&actid=book_normal_ra
抱我，可以嗎？,https://cdn.kingstone.com.tw/book/images/product/20185/2018563601761/2018563601761b.jpg?v=a0343,196,"「我……我喜歡你們幫我……唔……」
「你們？呵呵。果然，你需要兩個男人才能夠滿足——」

汪厲行——頂級財閥董事長。
周清良——風流黑道太子爺。
在破產之前，解里司從未想過，
自己有一天會與這兩位大人物糾纏不清。
原以為只是一夜風流，
汪厲行與周清良卻從此纏上了他。
每每深夜被兩個人納入懷中，他總是無可自拔地深陷情慾，
卻又在白日清醒的時候，羞恥地責怪自己的放浪形骸。
理智與慾望在來回拉扯，日日夜夜不曾停歇，
漸漸地，解里司竟開始搞不明白，
究竟是他的身體在渴望快感的滋潤，
還是連他的心都在一同往下沉淪…",限制級,32開13*19cm,https://www.kingstone.com.tw/basic/2018563601761/?lid=book_normal_ra&actid=book_normal_ra
死亡萬花筒(2)(限),https://cdn.kingstone.com.tw/book/images/product/20185/2018563616338/2018563616338b.jpg?v=eb1f5,383,"起初的異樣，是家裡的貓不讓抱了。
然後某一天，當他推開家中的門，卻發現熟悉的樓道變成了長長的走廊。
走廊的兩頭，是十二扇一模一樣的鐵門。
故事由此開始 ……",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563616338/?lid=book_normal_ra&actid=book_normal_ra
死亡萬花筒(4)(限)(完),https://cdn.kingstone.com.tw/book/images/product/20185/2018563616468/2018563616468b.jpg?v=e83eb,383,"起初的異樣，是家裡的貓不讓抱了。
然後某一天，當他推開家中的門，卻發現熟悉的樓道變成了長長的走廊。
走廊的兩頭，是十二扇一模一樣的鐵門。
故事由此開始 ……",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563616468/?lid=book_normal_ra&actid=book_normal_ra
死亡萬花筒(3)(限),https://cdn.kingstone.com.tw/book/images/product/20185/2018563616178/2018563616178b.jpg?v=aea85,383,"起初的異樣，是家裡的貓不讓抱了。
然後某一天，當他推開家中的門，卻發現熟悉的樓道變成了長長的走廊。
走廊的兩頭，是十二扇一模一樣的鐵門。
故事由此開始 ……",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563616178/?lid=book_normal_ra&actid=book_normal_ra
PASSION 4,https://cdn.kingstone.com.tw/book/images/product/20186/2018620148826/2018620148826b.jpg?v=8f761,356,"◆改編廣播劇、改編漫畫，YUUJI殿堂級巨作
◆特邀廣播劇版繪師 NJ 繪製魅力絕美封面
◆絕對武力狂氣執著美形 × 陽光帥氣倒楣前軍人
——截然不同的兩人，受必然命運牽引的致命之愛
  ——或許我比想像中的還要喜歡你。
  ▶收錄伊萊視點番外〈hidden track〉
  鄭泰義隱藏身分尋找哥哥的行蹤，
意外在歐洲幫助了另一位愛書成癡的貿易商凱爾。
毫無頭緒的他接受了凱爾的好意，
決定在對方家裡暫住一段時間。
  然而，泰義很快發現凱爾的真正身分遠超乎他的想像，
在複雜的利益衝突之中，
泰義竟然被綁架作為逼迫凱爾的人質。
在千鈞一髮之際，
出現在他眼前的，竟是最為危險的男人──
  「一個人要擁有另外一個人其實很簡單。
只要讓對方在潛意識中，深深地認知到是誰擁有了誰就可以了。」
「難道你為了要讓我相信我是屬於你的，
打算做出像是心理暗示這種瘋狂的事嗎？」
  「你就求我幫你吧。只要你開口，我就幫你。」
「如果我不求你幫我，你就要把我丟在這裡？」
 ",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018620148826/?lid=book_normal_ra&actid=book_normal_ra
PASSION 3,https://cdn.kingstone.com.tw/book/images/product/20186/2018620148796/2018620148796b.jpg?v=6d28f,363,"◆改編廣播劇、改編漫畫，YUUJI殿堂級巨作
◆特邀廣播劇版繪師 NJ 繪製魅力絕美封面
◆絕對武力狂氣執著美形 × 陽光帥氣倒楣前軍人
——截然不同的兩人，受必然命運牽引的致命之愛
  ——你真的都不會拒絕我嗎──即使是這樣？
  成為伊萊的校尉之後，
鄭泰義在UNHRDO的生活變得十分艱辛。
不僅成了部員們的受氣包，整天被冷嘲熱諷，
甚至還被狠狠打了一頓。
  在這種令人疲憊的狀況下，與南美洲分部的集訓也即將開始。
與伊萊一同留在亞洲分部的泰義，答應了叔叔的奇怪請求。
但UNHRDO的內幕、與伊萊的肉體關係、對自己感情的困惑，
都讓疲憊日漸增加，
終於爆發的情緒讓他做出了驚人的舉動──
  「……你留下痕跡了？」
「對啊。」
「……在很明顯的位置嗎？」
「剛好就在你中指第三個指節的位置吧。」
    「……這樣踢過之後，你的心情有比較好嗎？
我果然還是不習慣挨打，剛剛差點就要直接回手了。」
 ",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018620148796/?lid=book_normal_ra&actid=book_normal_ra
生如夏花 (上),https://cdn.kingstone.com.tw/book/images/product/20185/2018563639948/2018563639948b.jpg?v=32512,198,"#青春校園
#青梅竹馬
#互相救贖
#都市職場

自閉症忠心偏執攻 ╳ 熱心溫和善良受


季硯在父母嚴厲的管教下乖巧又規矩地長大，但他的內心始終有著一絲對父母的叛逆；他的鄰居向暘，在充滿父母期待之中出生，然而在五歲那年診斷出自閉症之後一切都變了調，成為這個鄉下小地方「不正常」的存在。
上國中以後，向陽家中準備迎接新生命的到來，將他託付給季硯一起上下學，季硯一開始只是想與向暘交流，但家庭環境的影響讓他們變得互相依賴，關係越加親密，但在向暘還不自覺的時候，季硯先一步察覺到了向暘對他的感情⋯⋯


收錄番外〈童話故事版番外 小羊與小雞〉
出版獨家番外〈洗內褲〉",限制級,20*13*1.2,https://www.kingstone.com.tw/basic/2018563639948/?lid=book_normal_ra&actid=book_normal_ra
生如夏花 (下),https://cdn.kingstone.com.tw/book/images/product/20185/2018563640067/2018563640067b.jpg?v=2b088,198,"#青春校園
#青梅竹馬
#互相救贖
#都市職場

自閉症忠心偏執攻 ╳ 熱心溫和善良受


季硯順利考上高中，與向暘分開的的日子裡也終於面對自己喜歡向暘的心，兩人再也無法壓抑彼此的感情，偷偷摸摸地開始交往。
季硯準備考大學的同時，沒有上高中的向暘就在旁邊安安靜靜地摺紙，技術越發精湛，兩個人也過著相互依偎的小情侶日常，但在季硯考上外地大學的同時，這也意味著兩人又將要分開，但他們都很清楚，現在的分離是因為他們要變得強大才能相守。
而季硯遠在外地念書時，一位藝術工作室的經紀人按響了向暘家的門鈴⋯⋯

收錄番外〈同居番外一 叫老公〉、〈同居番外二 共浴〉、〈同居番外三 生病〉、〈離家出走（向傑視角）〉
出版獨家番外〈同居番外四 視訊",限制級,20*13*1.2,https://www.kingstone.com.tw/basic/2018563640067/?lid=book_normal_ra&actid=book_normal_ra
獨寵外傳(限)(完)【首刷附錄版】,https://cdn.kingstone.com.tw/book/images/product/20186/2018620150737/2018620150737b.jpg?v=7fa0e,379,"★只要商量好，主人殺死奴隸也無所謂嗎？
★美人年下黑道少爺D╳壯碩前傭兵保鑣S
★收錄四篇番外《冷酷無情但充滿愛》、《雨後》、《只想要你》、《喵皇，喵皇》
★首刷贈送〈只屬於你〉精美明信片

「花英先生，我們分手吧。
我不能永遠當您的奴隸了。」

經過許多紛擾，花英與奎元的關係跨越「◎愉虐關係（DS關係）◎」，
成了真正的戀人。
原以為能永遠幸福度過的平靜生活，
卻因為奎元前下屬傭兵的出現而有了變化。

與此同時，花英的部門空降一位新的上司，
對方不僅知道花英是個支配者，更頻頻試圖利用權力，
逼迫花英與自己建立愉虐關係！

然而，就在花英為此心煩之際，
奎元忽然提出分手，
並且就此失去連繫……",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018620150737/?lid=book_normal_ra&actid=book_normal_ra
魔道祖師番外集《陳情令》原著小說,https://cdn.kingstone.com.tw/book/images/product/20185/2018561900736/2018561900736b.jpg,187,"〈奪門〉：魏無羨和藍忘機碰上了一樁凶屍拍門的事件，可受害人家卻遲遲不願吐露實情……
〈鐵鉤〉：駭人的鬧鬼屋子，讓魏無羨趁機拿來鍛鍊金凌和思追、景儀等一眾小輩。
〈蓮蓬〉：夏日摘（偷）蓮蓬，是年少時期的他們一段美好的舊日時光。
〈雲夢〉：兩人同遊雲夢，藍忘機的撩人功力讓魏無羨差點招架不住……

本書特色

墨香銅臭 最強經典代表作《魔道祖師》精采的四篇番外集錦！

有此前的回憶，亦有之後的攜手，
曲終，人不散。

墨香銅臭年度最具話題性的超強人氣之作！
第一季動畫超過27億次點擊量！
熱播網劇《陳情令》原著小說！影視70億次點擊量！",普通級,21*14.8,https://www.kingstone.com.tw/basic/2018561900736/?lid=book_normal_ra&actid=book_normal_ra
前夫高能(1)(限),https://cdn.kingstone.com.tw/book/images/product/20185/2018563628409/2018563628409b.jpg?v=7eaa7,306,"""混血小狼狗李維斯不遠萬里來到中國，因為簽證到期，只好找人假結婚以取得中國綠卡。
本以為只是一場單純的交易，誰知卻捲入離奇的超自然案件，各路奇葩紛紛找上門來，拜倒在他的破牛仔褲下……""",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563628409/?lid=book_normal_ra&actid=book_normal_ra
前夫高能(2)(限),https://cdn.kingstone.com.tw/book/images/product/20185/2018563628539/2018563628539b.jpg?v=2f921,306,"""混血小狼狗李維斯不遠萬里來到中國，因為簽證到期，只好找人假結婚以取得中國綠卡。
本以為只是一場單純的交易，誰知卻捲入離奇的超自然案件，各路奇葩紛紛找上門來，拜倒在他的破牛仔褲下……""",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563628539/?lid=book_normal_ra&actid=book_normal_ra
12月1,https://cdn.kingstone.com.tw/book/images/product/20185/2018563407561/2018563407561b.jpg?Q=373ae,298,"12月刺骨的寒夜裡，為了逃離Alpha學長的魔掌，
身為劣性Omega的宋延宇被迫離開家鄉，
無處可去的他只能躲進工地貨櫃屋等待清晨的首班車，
卻意外邂逅了車禍受傷的離家少年。
相似處境讓初識的二人卸下防備，交換彼此的心事，
那一夜偶然的相遇，溫暖了兩個同樣孤單的靈魂。
三年後，延宇決定回到故鄉，
打算重振生活的他一邊打工，同時準備復學，
在圖書館複習時，好心解救一位面臨發情期的學生，
也因此結識了對方的舅舅──傳聞中的極優性Alpha，金信。
過往的經歷，讓延宇不斷告誡自己必須遠離Alpha，
但又禁不住本能地深受金信的一舉一動吸引，
為他身上那股宛如被白雪覆蓋的樹林氣味而心動不已。
然而延宇不知道的是，早在三年前的那個夜晚，
緣分已然覺醒，將他們二人緊緊相繫……

本書特色

◎二月開春，大勢ABO韓耽火熱來襲～～三年前偶然一遇讓真愛覺醒，重逢的二人該如何跨越AO的不平等待遇，攜手相愛一生呢？
◎想看隱性瘋狗攻的讀者們照過來～～面對溫柔善良卻時時警戒的延宇學長，看人前紳士可愛的年下忠犬金信，私下會爆發多麼執著又瘋狂的獨占欲！
◎今年冬季最需要這把！漫畫裡的超火辣床戲、妄想挑逗畫面，小說裡完整呈現！
◎特邀人氣繪師日出的小太陽繪製浪漫的封面──無論什麼風景，我都願意陪你同行，等著你認出我、愛上我。
◎小編偷偷說 繁中版同名實體漫畫緊鑼密鼓準備中，敬請期待！（詳細消息請靜待粉專公布）
◎隨書附贈雪地漫步限動霧透卡。

高人氣ABO韓漫原作 深情登場！
覺醒系極優Alpha年下攻╳溫柔堅毅Omega學長受
寒風凜冽的那年冬夜，他逃離熟悉的故鄉，
從此住進一個人的心裡──
 ",限制級,21*14.8*1.6,https://www.kingstone.com.tw/basic/2018563407561/?lid=book_normal_ra&actid=book_normal_ra
偽裝學渣橫排 (上),https://cdn.kingstone.com.tw/book/images/product/20185/2018562682051/2018562682051b.jpg,323,"賀朝、謝俞，兩位明明智力超群、聰明好學卻拚命偽裝成讓師長頭疼的「問題兒童」，到底是為何原因？
兩個活寶機緣巧合成為同班同桌後，打打鬧鬧卻滋生出不一樣的感情，越了解就愛越多，
原來心底的徬徨無助卻有可以溫暖治癒的妙方。",普通級,25開15*21cm,https://www.kingstone.com.tw/basic/2018562682051/?lid=book_normal_ra&actid=book_normal_ra
偽裝學渣橫排 (下),https://cdn.kingstone.com.tw/book/images/product/20185/2018562681979/2018562681979b.jpg,323,"賀朝、謝俞，兩位明明智力超群、聰明好學卻拚命偽裝成讓師長頭疼的「問題兒童」，到底是為何原因？
兩個活寶機緣巧合成為同班同桌後，打打鬧鬧卻滋生出不一樣的感情，越了解就愛越多，
原來心底的徬徨無助卻有可以溫暖治癒的妙方。",普通級,25開15*21cm,https://www.kingstone.com.tw/basic/2018562681979/?lid=book_normal_ra&actid=book_normal_ra
太陽的痕跡3【特裝組】,https://cdn.kingstone.com.tw/book/images/product/20186/2018620153653/2018620153653b.jpg?v=d2a24,490,"★在太陽墜落的瞬間，影子才發現，
失去光，黑暗就沒了存在的意義

★大型連續副本迎來終戰，
兩人的感情也將步入完美結局……嗎？

★人氣BL韓漫臺灣KAKAO破萬點閱連載中！

★隨書好禮大方送：
第一重：隨書附錄「羅德島太陽神像」全景拉頁海報，可搭配預購贈品使用
第二重：隨書附贈精美留言卡
第三重：獨家收錄作者紙上訪談第三彈，暢談副本和角色的幕後花絮
第四重：特殊裝幀書封，封底上有完整的太陽神像，打開折口則會露出攻略前的古代遺跡，並有燙色作者印簽，值得珍藏！

★預購限量好禮：
拍立得角色透卡乙張（5.4cm*8.5cm）
PVC透卡上印有作者簽名，請搭配隨書附贈的背景圖拉頁海報使用，
可拿角色拍立得透卡任意放在場景的某個角落拍照，
跟著他們一起觀賞羅德島宏偉的太陽神像吧！
（數量有限，送完為止。印刷效果請以實物為準，謝謝）

太陽的痕跡3【特裝組】╱小說、場景自組立牌「羅德島太陽神像款」

= 商品簡介 =

壓克力自組立牌「羅德島太陽神像款」
10x13cm╱透明壓克力╱雙面同圖╱吊飾及立牌兩用╱保護膜請自行撕除

──我受傷了，利善。
看見史賢臉上的傷，鄭利善不自覺地擔憂伸出手，在緊張刺激的冒險中，逐漸加深對彼此的在乎與依戀！一起搜集五個副本場景，所有立牌都可以任意替換，讓兩人置身不同古代遺跡，守護彼此！
【備註】可自行加吊繩，變成壓克力吊飾使用（產品沒有附吊繩）

= 小說簡介 =

史賢帶領著Chord連續攻克六處古代七大奇蹟的大型連續副本，直到要進行最後一個副本前事情突然發生了變化。

由於HN公會會長的死亡，史允江接任成為新任會長，並藉此換掉Chord優先進入副本的權利，轉而由HN公會一級特攻隊頂替，引起軒然大波。最後，在史賢的計謀下，史允江不僅從副本中慘敗，還遭指控對前任會長下毒而黯然下臺。

史允江憤而揭露他偷拍到鄭利善在龍仁的家中，竟出現理應在第二次大型副本時死亡的獵人，讓鄭利善一時被捲入風口浪尖上。過往的陰影及對朋友的愧疚再度籠罩著鄭利善，在絕望之際，他察覺自己竟不知不覺中愛上了史賢，對史賢的感情是唯一活下去的理由，偏偏他主動跟史賢告白時，亦清楚地發現史賢只是在利用這份感情，好把自己牢牢掌握在手中。

另一頭，史賢找獵人公會長談判，順利化解輿論危機，還順理成章地成為HN公會長，同時成功說服泰信公會一起攻略法羅斯島燈塔，最後甚至被鄭利善告白了……意氣風發的史賢沒注意到鄭利善的不對勁，在進入最終副本前夕，答應要幫他實現最後一個願望……

燈塔閃耀的火光灑在他們身上，就像是被光芒困住般，
史賢艱難地握著鄭利善的手，「待在我身邊，拜託。」

＝延伸閱讀＝
愛生活◆愛閱讀◆愛創作
更多精采活動與新書訊息請關注：
愛呦文創粉絲團：https://www.facebook.com/iyao.book/",普通級,21*14.8*1.5,https://www.kingstone.com.tw/basic/2018620153653/?lid=book_normal_ra&actid=book_normal_ra
重生後我決定繼承家產1,https://cdn.kingstone.com.tw/book/images/product/20185/2018563620243/2018563620243b.jpg?v=a4569,284,"★高冷淡漠的天才演員 ╳ 小劇場豐富的新晉總裁
★他想當秦恪的爸爸，可是秦恪卻想當他的……男朋友？
★首刷附贈精美明信片！

宋昀然和秦恪自從出道以來，就是演藝圈內水火不容的死對頭，
雙方明爭暗鬥，互看不順眼。

直到某天――
宋昀然夢見自己是一本演藝圈升級流爽文裡的砲灰男配角，
無論怎麼努力都只能當男主角．秦恪的陪襯。
被嚇醒後，宋昀然意外重生了！？
他下定決心，這一世不混演藝圈，他要繼承家產，當個霸道總裁！
把秦恪踩在腳下，讓他對自己喊一聲：「爸爸」！

宋昀然接手星河娛樂後，靠著重生的優勢，
短短兩個月，竟讓這間虧損不斷的小公司有了起死回生之勢，
在秦恪似乎要簽約危機四伏的萬城影視之際，
宋昀然跳出來大喊：「不許簽！」
他一臉認真：「我同意你加入星河娛樂，我絕對會對你的未來負責到底。」
秦恪緩緩地勾起脣角：「好。」",普通級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563620243/?lid=book_normal_ra&actid=book_normal_ra
重生後我決定繼承家產2,https://cdn.kingstone.com.tw/book/images/product/20185/2018563642931/2018563642931b.jpg?v=95d2b,284,"★高冷淡漠的天才演員╳小劇場豐富的新晉總裁
★不可能！喜歡什麼的肯定是錯覺――
★首刷贈精美雙面明信片！
  宋昀然的霸總事業逐漸步上軌道，
同時，他意識到秦恪和自己一樣重生了。
  這很不妙――
身為讓一切重來的罪魁禍首，
宋昀然深怕秦恪找自己尋仇，拚命隱瞞重生身分，
卻不知不覺把自己給賣了？！
宋昀然想跪：「我錯了，哥哥！」
秦恪：「……」
  宋昀然答應和秦恪一起參加旅遊綜藝節目。
兩人的感情因此迅速升溫，
也意外成功讓秦恪叫自己「爸爸」。
但還沒來得及開心太久，
誰來告訴他，為什麼秦恪的嘴脣看起來那麼好親？
宋昀然：我的父愛，難道變質了嗎？！
 ",普通級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563642931/?lid=book_normal_ra&actid=book_normal_ra
我那完結後的人生 (限制級),https://cdn.kingstone.com.tw/book/images/product/20186/2018612419668/2018612419668b.jpg?v=357b7,253,"★我一直一直喜歡著你，即使換了副外貌，即使死後也一樣。
★附在同學身上，成為了暗戀對象的朋友……？
★劇透禁止！讀後必定反覆回味神作！極上青春純愛物語

我一直一直喜歡著你，
即使換了副外貌，即使死後也一樣。

野原草也因為倒楣的意外身亡後，
附在了同學天澤奏身上，
和天澤輪流使用這副身體。
不起眼的草也之所以挑中風雲人物天澤，
是因為他和自己心儀的市來一馬關係很好。
就在他為每天的小交流雀躍不已時，
某天忽然得知天澤拒絕了市來的告白。
草也忍不住對市來說「我想和你交往看看」，
兩人便試著開始交往……？
風格獨具三人共譜出的夢醒時分故事！",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018612419668/?lid=book_normal_ra&actid=book_normal_ra
前夫高能(5)(限),https://cdn.kingstone.com.tw/book/images/product/20185/2018563628089/2018563628089b.jpg?v=914bf,306,"混血小狼狗李維斯不遠萬里來到中國，因為簽證到期，只好找人假結婚以取得中國綠卡。
本以為只是一場單純的交易，誰知卻捲入離奇的超自然案件，各路奇葩紛紛找上門來，拜倒在他的破牛仔褲下……
 ",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563628089/?lid=book_normal_ra&actid=book_normal_ra
